Majority_protein_IDs	Fasta_headers	Score	id	Phospho_(STY)_site_IDs	Description	Gene_name	Uniprot_ID
sp|Q8NFF5|FAD1_HUMAN;tr|Q5T196|Q5T196_HUMAN;tr|B3KQW9|B3KQW9_HUMAN	sp|Q8NFF5|FAD1_HUMAN FAD synthase OS=Homo sapiens OX=9606 GN=FLAD1 PE=1 SV=1;tr|Q5T196|Q5T196_HUMAN FAD synthase OS=Homo sapiens OX=9606 GN=FLAD1 PE=1 SV=1;tr|B3KQW9|B3KQW9_HUMAN FAD synthase OS=Homo sapiens OX=9606 PE=2 SV=1	20.281	3671	4177	FAD synthase	FLAD1	Q8NFF5
sp|Q8NFG4|FLCN_HUMAN	sp|Q8NFG4|FLCN_HUMAN Folliculin OS=Homo sapiens OX=9606 GN=FLCN PE=1 SV=1	21.075	3672	4178;4179;4180;4181	Folliculin	FLCN	Q8NFG4
tr|A0PJK4|A0PJK4_HUMAN;tr|B3KTT0|B3KTT0_HUMAN;sp|Q8NFH3|NUP43_HUMAN;tr|Q8TEA6|Q8TEA6_HUMAN	tr|A0PJK4|A0PJK4_HUMAN NUP43 protein (Fragment) OS=Homo sapiens OX=9606 GN=NUP43 PE=2 SV=1;tr|B3KTT0|B3KTT0_HUMAN cDNA FLJ38675 fis, clone IMR322000243, highly similar to Nucleoporin Nup43 OS=Homo sapiens OX=9606 PE=2 SV=1;sp|Q8NFH3|NUP43_HUMAN Nucleoporin	13.482	3673	NA	NUP43 protein (Fragment)	NUP43	A0PJK4
sp|Q8NFH4|NUP37_HUMAN;tr|F8VTY2|F8VTY2_HUMAN;tr|B4DKV8|B4DKV8_HUMAN	sp|Q8NFH4|NUP37_HUMAN Nucleoporin Nup37 OS=Homo sapiens OX=9606 GN=NUP37 PE=1 SV=1;tr|F8VTY2|F8VTY2_HUMAN Nucleoporin Nup37 (Fragment) OS=Homo sapiens OX=9606 GN=NUP37 PE=1 SV=8;tr|B4DKV8|B4DKV8_HUMAN cDNA FLJ56665, highly similar to Nucleoporin Nup37 OS=H	20.335	3674	NA	Nucleoporin Nup37	NUP37	Q8NFH4
tr|A8K3Z5|A8K3Z5_HUMAN;sp|Q8NFH5|NUP35_HUMAN	tr|A8K3Z5|A8K3Z5_HUMAN Nucleoporin NUP53 OS=Homo sapiens OX=9606 PE=2 SV=1;sp|Q8NFH5|NUP35_HUMAN Nucleoporin NUP35 OS=Homo sapiens OX=9606 GN=NUP35 PE=1 SV=1	38.483	3675	4182;8123;8124;8125	Nucleoporin NUP53	NUP35	A8K3Z5
tr|Q59H22|Q59H22_HUMAN;sp|Q8NFH8|REPS2_HUMAN	tr|Q59H22|Q59H22_HUMAN RalBP1 associated Eps domain containing protein 2 variant (Fragment) OS=Homo sapiens OX=9606 PE=2 SV=1;sp|Q8NFH8|REPS2_HUMAN RalBP1-associated Eps domain-containing protein 2 OS=Homo sapiens OX=9606 GN=REPS2 PE=1 SV=2	-2	3676	8126;8986	RalBP1 associated Eps domain containing protein 2 variant (Fragment)	REPS2	Q59H22
tr|A0A024R957|A0A024R957_HUMAN;sp|Q8NFQ8|TOIP2_HUMAN	tr|A0A024R957|A0A024R957_HUMAN Torsin A interacting protein 2, isoform CRA_b OS=Homo sapiens OX=9606 GN=TOR1AIP2 PE=4 SV=1;sp|Q8NFQ8|TOIP2_HUMAN Torsin-1A-interacting protein 2 OS=Homo sapiens OX=9606 GN=TOR1AIP2 PE=1 SV=1	20.674	3677	NA	Torsin A interacting protein 2, isoform CRA_b	TOR1AIP2	A0A024R957
sp|Q8NFU3|TSTD1_HUMAN;tr|R4GNF9|R4GNF9_HUMAN	sp|Q8NFU3|TSTD1_HUMAN Thiosulfate:glutathione sulfurtransferase OS=Homo sapiens OX=9606 GN=TSTD1 PE=1 SV=3;tr|R4GNF9|R4GNF9_HUMAN Thiosulfate:glutathione sulfurtransferase OS=Homo sapiens OX=9606 GN=TSTD1 PE=1 SV=1	2.5042	3678	NA	Thiosulfate:glutathione sulfurtransferase	TSTD1	Q8NFU3
sp|Q8NFV4|ABHDB_HUMAN;tr|D3DXF2|D3DXF2_HUMAN	sp|Q8NFV4|ABHDB_HUMAN Protein ABHD11 OS=Homo sapiens OX=9606 GN=ABHD11 PE=1 SV=1;tr|D3DXF2|D3DXF2_HUMAN Abhydrolase domain containing 11, isoform CRA_d OS=Homo sapiens OX=9606 GN=ABHD11 PE=4 SV=1	7.5737	3679	NA	Protein ABHD11	ABHD11	Q8NFV4
tr|Q53GF0|Q53GF0_HUMAN;sp|Q8NFW8|NEUA_HUMAN	tr|Q53GF0|Q53GF0_HUMAN Cytidine 5-monophosphate N-acetylneuraminic acid synthetase variant (Fragment) OS=Homo sapiens OX=9606 PE=2 SV=1;sp|Q8NFW8|NEUA_HUMAN N-acylneuraminate cytidylyltransferase OS=Homo sapiens OX=9606 GN=CMAS PE=1 SV=2	27.917	3680	NA	Cytidine 5-monophosphate N-acetylneuraminic acid synthetase variant (Fragment)	CMAS	Q53GF0
sp|Q8NFX7|STXB6_HUMAN	sp|Q8NFX7|STXB6_HUMAN Syntaxin-binding protein 6 OS=Homo sapiens OX=9606 GN=STXBP6 PE=1 SV=2	-2	3681	4183;8127	Syntaxin-binding protein 6	STXBP6	Q8NFX7
sp|Q8NFY9|KBTB8_HUMAN	sp|Q8NFY9|KBTB8_HUMAN Kelch repeat and BTB domain-containing protein 8 OS=Homo sapiens OX=9606 GN=KBTBD8 PE=1 SV=2	8.6816	3682	NA	Kelch repeat and BTB domain-containing protein 8	KBTBD8	Q8NFY9
tr|D6RGJ2|D6RGJ2_HUMAN;sp|Q8NFZ5|TNIP2_HUMAN	tr|D6RGJ2|D6RGJ2_HUMAN TNFAIP3-interacting protein 2 OS=Homo sapiens OX=9606 GN=TNIP2 PE=1 SV=1;sp|Q8NFZ5|TNIP2_HUMAN TNFAIP3-interacting protein 2 OS=Homo sapiens OX=9606 GN=TNIP2 PE=1 SV=1	3.9672	3683	4184	TNFAIP3-interacting protein 2	TNIP2	D6RGJ2
sp|Q8NG08|HELB_HUMAN;tr|F5H1I4|F5H1I4_HUMAN	sp|Q8NG08|HELB_HUMAN DNA helicase B OS=Homo sapiens OX=9606 GN=HELB PE=1 SV=2;tr|F5H1I4|F5H1I4_HUMAN DNA helicase B OS=Homo sapiens OX=9606 GN=HELB PE=1 SV=1	11.949	3684	4185	DNA helicase B	HELB	Q8NG08
sp|Q8NG11|TSN14_HUMAN;tr|H7BXY6|H7BXY6_HUMAN;tr|A6NEP9|A6NEP9_HUMAN	sp|Q8NG11|TSN14_HUMAN Tetraspanin-14 OS=Homo sapiens OX=9606 GN=TSPAN14 PE=1 SV=1;tr|H7BXY6|H7BXY6_HUMAN Tetraspanin OS=Homo sapiens OX=9606 GN=TSPAN14 PE=1 SV=1;tr|A6NEP9|A6NEP9_HUMAN Tetraspanin (Fragment) OS=Homo sapiens OX=9606 GN=TSPAN14 PE=1 SV=2	7.1508	3685	NA	Tetraspanin-14	TSPAN14	Q8NG11
sp|Q8NG31|KNL1_HUMAN;tr|H0YCZ2|H0YCZ2_HUMAN;tr|E9PPJ1|E9PPJ1_HUMAN	sp|Q8NG31|KNL1_HUMAN Kinetochore scaffold 1 OS=Homo sapiens OX=9606 GN=KNL1 PE=1 SV=3;tr|H0YCZ2|H0YCZ2_HUMAN Kinetochore scaffold 1 (Fragment) OS=Homo sapiens OX=9606 GN=KNL1 PE=1 SV=1;tr|E9PPJ1|E9PPJ1_HUMAN Kinetochore scaffold 1 OS=Homo sapiens OX=9606 G	5.0068	3686	4186	Kinetochore scaffold 1	KNL1	Q8NG31
sp|Q8NGP4|OR5M3_HUMAN	sp|Q8NGP4|OR5M3_HUMAN Olfactory receptor 5M3 OS=Homo sapiens OX=9606 GN=OR5M3 PE=2 SV=2	-2	3687	8987	Olfactory receptor 5M3	OR5M3	Q8NGP4
tr|A0A126GW80|A0A126GW80_HUMAN;sp|Q8NH69|OR5W2_HUMAN	tr|A0A126GW80|A0A126GW80_HUMAN Olfactory receptor OS=Homo sapiens OX=9606 GN=OR5W2 PE=3 SV=1;sp|Q8NH69|OR5W2_HUMAN Olfactory receptor 5W2 OS=Homo sapiens OX=9606 GN=OR5W2 PE=3 SV=1	-2	3688	8988	Olfactory receptor	OR5W2	A0A126GW80
sp|Q8NHG7|SVIP_HUMAN	sp|Q8NHG7|SVIP_HUMAN Small VCP/p97-interacting protein OS=Homo sapiens OX=9606 GN=SVIP PE=1 SV=1	2.2107	3689	NA	Small VCP/p97-interacting protein	SVIP	Q8NHG7
tr|Q8NEX1|Q8NEX1_HUMAN;tr|A0A090N8Y8|A0A090N8Y8_HUMAN;sp|Q8NHG8|ZNRF2_HUMAN	tr|Q8NEX1|Q8NEX1_HUMAN Ells2 (Fragment) OS=Homo sapiens OX=9606 PE=2 SV=1;tr|A0A090N8Y8|A0A090N8Y8_HUMAN Zinc and ring finger 2, isoform CRA_b OS=Homo sapiens OX=9606 GN=ZNRF2 PE=4 SV=1;sp|Q8NHG8|ZNRF2_HUMAN E3 ubiquitin-protein ligase ZNRF2 OS=Homo sapien	-2	3690	4187	Ells2 (Fragment)	ZNRF2	Q8NEX1
sp|Q8NHH9|ATLA2_HUMAN;tr|B7Z2H0|B7Z2H0_HUMAN;tr|B5MCN0|B5MCN0_HUMAN	sp|Q8NHH9|ATLA2_HUMAN Atlastin-2 OS=Homo sapiens OX=9606 GN=ATL2 PE=1 SV=2;tr|B7Z2H0|B7Z2H0_HUMAN cDNA FLJ57300, highly similar to Homo sapiens ADP-ribosylation factor-like 6 interacting protein 2 (ARL6IP2), mRNA OS=Homo sapiens OX=9606 PE=2 SV=1;tr|B5MCN0	46.349	3691	NA	Atlastin-2	ATL2	Q8NHH9
sp|Q8NHM5|KDM2B_HUMAN;tr|S4R3G4|S4R3G4_HUMAN;tr|F8WBN2|F8WBN2_HUMAN;tr|Q1RLM6|Q1RLM6_HUMAN;tr|F6SRV7|F6SRV7_HUMAN	sp|Q8NHM5|KDM2B_HUMAN Lysine-specific demethylase 2B OS=Homo sapiens OX=9606 GN=KDM2B PE=1 SV=1;tr|S4R3G4|S4R3G4_HUMAN Lysine-specific demethylase 2B OS=Homo sapiens OX=9606 GN=KDM2B PE=1 SV=1;tr|F8WBN2|F8WBN2_HUMAN Lysine-specific demethylase 2B (Fragment	41.733	3692	4188;4189;4190;4191;4192;4193;4194;4195;4196;4197;4198;8128;8129;8130;8131	Lysine-specific demethylase 2B	KDM2B	Q8NHM5
sp|Q8NHP6|MSPD2_HUMAN;tr|R4GMN1|R4GMN1_HUMAN	sp|Q8NHP6|MSPD2_HUMAN Motile sperm domain-containing protein 2 OS=Homo sapiens OX=9606 GN=MOSPD2 PE=1 SV=1;tr|R4GMN1|R4GMN1_HUMAN Motile sperm domain-containing protein 2 OS=Homo sapiens OX=9606 GN=MOSPD2 PE=1 SV=1	23.287	3693	NA	Motile sperm domain-containing protein 2	MOSPD2	Q8NHP6
tr|F5H5U2|F5H5U2_HUMAN;tr|A0A024RBS0|A0A024RBS0_HUMAN;sp|Q8NHQ9|DDX55_HUMAN;tr|A0A384N652|A0A384N652_HUMAN;tr|B4DVE4|B4DVE4_HUMAN	tr|F5H5U2|F5H5U2_HUMAN RNA helicase OS=Homo sapiens OX=9606 GN=DDX55 PE=1 SV=1;tr|A0A024RBS0|A0A024RBS0_HUMAN RNA helicase OS=Homo sapiens OX=9606 GN=DDX55 PE=3 SV=1;sp|Q8NHQ9|DDX55_HUMAN ATP-dependent RNA helicase DDX55 OS=Homo sapiens OX=9606 GN=DDX55 PE	50.647	3694	4199	RNA helicase	DDX55	F5H5U2
tr|A0A384P5M7|A0A384P5M7_HUMAN;sp|Q8NHU6|TDRD7_HUMAN	tr|A0A384P5M7|A0A384P5M7_HUMAN Epididymis secretory sperm binding protein OS=Homo sapiens OX=9606 PE=2 SV=1;sp|Q8NHU6|TDRD7_HUMAN Tudor domain-containing protein 7 OS=Homo sapiens OX=9606 GN=TDRD7 PE=1 SV=2	7.0342	3695	4200	Epididymis secretory sperm binding protein	TDRD7	A0A384P5M7
tr|Q05CT8|Q05CT8_HUMAN;tr|A8K1Z3|A8K1Z3_HUMAN;tr|A0A024RBE5|A0A024RBE5_HUMAN;sp|Q8NHV4|NEDD1_HUMAN	tr|Q05CT8|Q05CT8_HUMAN NEDD1 protein (Fragment) OS=Homo sapiens OX=9606 GN=NEDD1 PE=2 SV=1;tr|A8K1Z3|A8K1Z3_HUMAN cDNA FLJ75002, highly similar to Homo sapiens, neural cell expressed,developmentally down-regulated gene 1 OS=Homo sapiens OX=9606 PE=2 SV=1;t	39.069	3696	4201;4202	NEDD1 protein (Fragment)	NEDD1	Q05CT8
tr|A0A024R832|A0A024R832_HUMAN;sp|Q8NHZ8|CDC26_HUMAN	tr|A0A024R832|A0A024R832_HUMAN Cell division cycle 26, isoform CRA_a OS=Homo sapiens OX=9606 GN=CDC26 PE=4 SV=1;sp|Q8NHZ8|CDC26_HUMAN Anaphase-promoting complex subunit CDC26 OS=Homo sapiens OX=9606 GN=CDC26 PE=1 SV=1	2.6179	3697	NA	Cell division cycle 26, isoform CRA_a	CDC26	A0A024R832
tr|Q8N3C8|Q8N3C8_HUMAN;tr|H0UI55|H0UI55_HUMAN;tr|B3KXK4|B3KXK4_HUMAN;sp|Q8NI08|NCOA7_HUMAN;tr|Q3LID7|Q3LID7_HUMAN;tr|Q8N4U9|Q8N4U9_HUMAN	tr|Q8N3C8|Q8N3C8_HUMAN Uncharacterized protein DKFZp761B2210 (Fragment) OS=Homo sapiens OX=9606 GN=DKFZp761B2210 PE=2 SV=1;tr|H0UI55|H0UI55_HUMAN Nuclear receptor coactivator 7, isoform CRA_c OS=Homo sapiens OX=9606 GN=NCOA7 PE=4 SV=1;tr|B3KXK4|B3KXK4_HUMA	12.95	3698	4203;4204;4205;8132	Uncharacterized protein DKFZp761B2210 (Fragment)	DKFZp761B2210	Q8N3C8
tr|B4DF17|B4DF17_HUMAN;sp|Q8NI22|MCFD2_HUMAN	tr|B4DF17|B4DF17_HUMAN cDNA FLJ59187, highly similar to Multiple coagulation factor deficiency protein 2 homolog OS=Homo sapiens OX=9606 PE=2 SV=1;sp|Q8NI22|MCFD2_HUMAN Multiple coagulation factor deficiency protein 2 OS=Homo sapiens OX=9606 GN=MCFD2 PE=1	3.467	3699	NA	cDNA FLJ59187, highly similar to Multiple coagulation factor deficiency protein 2 homolog	MCFD2	B4DF17
sp|Q8NI27|THOC2_HUMAN;tr|A0A0C4DG98|A0A0C4DG98_HUMAN;tr|B4DKZ6|B4DKZ6_HUMAN	sp|Q8NI27|THOC2_HUMAN THO complex subunit 2 OS=Homo sapiens OX=9606 GN=THOC2 PE=1 SV=2;tr|A0A0C4DG98|A0A0C4DG98_HUMAN THO complex subunit 2 OS=Homo sapiens OX=9606 GN=THOC2 PE=1 SV=1;tr|B4DKZ6|B4DKZ6_HUMAN cDNA FLJ61096, highly similar to THO complex subun	46.168	3700	4206;8133	THO complex subunit 2	THOC2	Q8NI27
tr|F8WB42|F8WB42_HUMAN;sp|Q8NI32|LPD6B_HUMAN	tr|F8WB42|F8WB42_HUMAN Ly6/PLAUR domain-containing protein 6B OS=Homo sapiens OX=9606 GN=LYPD6B PE=4 SV=1;sp|Q8NI32|LPD6B_HUMAN Ly6/PLAUR domain-containing protein 6B OS=Homo sapiens OX=9606 GN=LYPD6B PE=2 SV=1	-2	3701	4207;8989	Ly6/PLAUR domain-containing protein 6B	LYPD6B	F8WB42
tr|A0A0A0MTB8|A0A0A0MTB8_HUMAN;sp|Q8NI36|WDR36_HUMAN	tr|A0A0A0MTB8|A0A0A0MTB8_HUMAN WD repeat-containing protein 36 OS=Homo sapiens OX=9606 GN=WDR36 PE=1 SV=1;sp|Q8NI36|WDR36_HUMAN WD repeat-containing protein 36 OS=Homo sapiens OX=9606 GN=WDR36 PE=1 SV=1	61.084	3702	NA	WD repeat-containing protein 36	WDR36	A0A0A0MTB8
tr|A1L377|A1L377_HUMAN;tr|A0A024R3S3|A0A024R3S3_HUMAN;sp|Q8NI60|COQ8A_HUMAN;tr|Q5T7A2|Q5T7A2_HUMAN;tr|B4DVB7|B4DVB7_HUMAN	tr|A1L377|A1L377_HUMAN CABC1 protein OS=Homo sapiens OX=9606 GN=CABC1 PE=2 SV=1;tr|A0A024R3S3|A0A024R3S3_HUMAN Chaperone, ABC1 activity of bc1 complex like (S. pombe), isoform CRA_b OS=Homo sapiens OX=9606 GN=CABC1 PE=4 SV=1;sp|Q8NI60|COQ8A_HUMAN Atypical	16.565	3703	NA	CABC1 protein	CABC1	A1L377
sp|Q8TAB3|PCD19_HUMAN;tr|B3KU71|B3KU71_HUMAN	sp|Q8TAB3|PCD19_HUMAN Protocadherin-19 OS=Homo sapiens OX=9606 GN=PCDH19 PE=1 SV=3;tr|B3KU71|B3KU71_HUMAN PCDH19 protein OS=Homo sapiens OX=9606 GN=PCDH19 PE=2 SV=1	2.8205	3704	4208	Protocadherin-19	PCDH19	Q8TAB3
tr|B4DDK7|B4DDK7_HUMAN;tr|B1AK66|B1AK66_HUMAN;sp|Q8TAD8|SNIP1_HUMAN;tr|B4DLV6|B4DLV6_HUMAN	tr|B4DDK7|B4DDK7_HUMAN cDNA FLJ51792, highly similar to Smad nuclear-interacting protein 1 OS=Homo sapiens OX=9606 PE=2 SV=1;tr|B1AK66|B1AK66_HUMAN Smad nuclear interacting protein 1 OS=Homo sapiens OX=9606 GN=SNIP1 PE=2 SV=1;sp|Q8TAD8|SNIP1_HUMAN Smad nuc	39.441	3705	4209;4210;4211;4212;4213;4214	cDNA FLJ51792, highly similar to Smad nuclear-interacting protein 1	SNIP1	B4DDK7
sp|Q8TAE8|G45IP_HUMAN;tr|Q7LAX7|Q7LAX7_HUMAN	sp|Q8TAE8|G45IP_HUMAN Growth arrest and DNA damage-inducible proteins-interacting protein 1 OS=Homo sapiens OX=9606 GN=GADD45GIP1 PE=1 SV=1;tr|Q7LAX7|Q7LAX7_HUMAN CKII beta binding protein 2 OS=Homo sapiens OX=9606 PE=2 SV=1	47.06	3706	NA	Growth arrest and DNA damage-inducible proteins-interacting protein 1	GADD45GIP1	Q8TAE8
sp|Q8TAF3|WDR48_HUMAN;tr|A0A024R2L1|A0A024R2L1_HUMAN;tr|C9JC24|C9JC24_HUMAN	sp|Q8TAF3|WDR48_HUMAN WD repeat-containing protein 48 OS=Homo sapiens OX=9606 GN=WDR48 PE=1 SV=1;tr|A0A024R2L1|A0A024R2L1_HUMAN Testicular tissue protein Li 224 OS=Homo sapiens OX=9606 GN=WDR48 PE=2 SV=1;tr|C9JC24|C9JC24_HUMAN WD repeat-containing protein	3.362	3707	NA	WD repeat-containing protein 48	WDR48	Q8TAF3
tr|A0A087WV02|A0A087WV02_HUMAN;tr|Q59G30|Q59G30_HUMAN;tr|B4DRP8|B4DRP8_HUMAN;tr|A0A087WVP9|A0A087WVP9_HUMAN;sp|Q8TAF7|ZN461_HUMAN	tr|A0A087WV02|A0A087WV02_HUMAN Zinc finger protein 461 OS=Homo sapiens OX=9606 GN=ZNF461 PE=1 SV=1;tr|Q59G30|Q59G30_HUMAN Gonadotropin inducible transcription repressor 1 variant (Fragment) OS=Homo sapiens OX=9606 PE=2 SV=1;tr|B4DRP8|B4DRP8_HUMAN cDNA FLJ5	-2	3708	8990	Zinc finger protein 461	ZNF461	A0A087WV02
tr|Q9NTA6|Q9NTA6_HUMAN;tr|E7EW84|E7EW84_HUMAN;tr|A5YP36|A5YP36_HUMAN;tr|B2RDH5|B2RDH5_HUMAN;tr|B4DEZ1|B4DEZ1_HUMAN;tr|B3KXY5|B3KXY5_HUMAN;sp|Q8TAG9|EXOC6_HUMAN;tr|B7Z6G5|B7Z6G5_HUMAN;tr|Q9NUN4|Q9NUN4_HUMAN;tr|F2Z3K0|F2Z3K0_HUMAN	tr|Q9NTA6|Q9NTA6_HUMAN Uncharacterized protein DKFZp761I2124 (Fragment) OS=Homo sapiens OX=9606 GN=DKFZp761I2124 PE=2 SV=1;tr|E7EW84|E7EW84_HUMAN Exocyst complex component OS=Homo sapiens OX=9606 GN=EXOC6 PE=1 SV=1;tr|A5YP36|A5YP36_HUMAN Exocyst complex co	19.884	3709	NA	Uncharacterized protein DKFZp761I2124 (Fragment)	DKFZp761I2124	Q9NTA6
sp|Q8TAP8|PPR35_HUMAN	sp|Q8TAP8|PPR35_HUMAN Protein phosphatase 1 regulatory subunit 35 OS=Homo sapiens OX=9606 GN=PPP1R35 PE=1 SV=1	-2	3710	4215	Protein phosphatase 1 regulatory subunit 35	PPP1R35	Q8TAP8
tr|A0A024RB22|A0A024RB22_HUMAN;sp|Q8TAQ2|SMRC2_HUMAN;tr|Q59G16|Q59G16_HUMAN;tr|F8VXC8|F8VXC8_HUMAN;tr|B4DF22|B4DF22_HUMAN	tr|A0A024RB22|A0A024RB22_HUMAN SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2, isoform CRA_a OS=Homo sapiens OX=9606 GN=SMARCC2 PE=4 SV=1;sp|Q8TAQ2|SMRC2_HUMAN SWI/SNF complex subunit SMARCC2 OS=Homo sapie	165.3	3711	4216;4217;4218;4219;4220;4221;8134;8135	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2, isoform CRA_a	SMARCC2	A0A024RB22
tr|A0A024R8R4|A0A024R8R4_HUMAN;sp|Q8TAT6|NPL4_HUMAN;tr|B4DG89|B4DG89_HUMAN	tr|A0A024R8R4|A0A024R8R4_HUMAN Nuclear protein localization 4 homolog (S. cerevisiae), isoform CRA_a OS=Homo sapiens OX=9606 GN=NPLOC4 PE=4 SV=1;sp|Q8TAT6|NPL4_HUMAN Nuclear protein localization protein 4 homolog OS=Homo sapiens OX=9606 GN=NPLOC4 PE=1 SV=3	27.872	3712	NA	Nuclear protein localization 4 homolog (S. cerevisiae), isoform CRA_a	NPLOC4	A0A024R8R4
tr|B4E326|B4E326_HUMAN;tr|B2RD30|B2RD30_HUMAN;sp|Q8TB03|CX038_HUMAN	tr|B4E326|B4E326_HUMAN cDNA FLJ57450 OS=Homo sapiens OX=9606 PE=2 SV=1;tr|B2RD30|B2RD30_HUMAN cDNA, FLJ96431 OS=Homo sapiens OX=9606 PE=2 SV=1;sp|Q8TB03|CX038_HUMAN Uncharacterized protein CXorf38 OS=Homo sapiens OX=9606 GN=CXorf38 PE=1 SV=1	9.4217	3713	8136	cDNA FLJ57450	CXorf38	B4E326
sp|Q8TB45|DPTOR_HUMAN	sp|Q8TB45|DPTOR_HUMAN DEP domain-containing mTOR-interacting protein OS=Homo sapiens OX=9606 GN=DEPTOR PE=1 SV=2	33.6	3714	4222	DEP domain-containing mTOR-interacting protein	DEPTOR	Q8TB45
tr|B3KVY9|B3KVY9_HUMAN;sp|Q8TB61|S35B2_HUMAN	tr|B3KVY9|B3KVY9_HUMAN cDNA FLJ41755 fis, clone HSYRA2009102, highly similar to Adenosine 3-phospho 5-phosphosulfate transporter 1 OS=Homo sapiens OX=9606 PE=2 SV=1;sp|Q8TB61|S35B2_HUMAN Adenosine 3-phospho 5-phosphosulfate transporter 1 OS=Homo sapien	18.269	3715	4223	cDNA FLJ41755 fis, clone HSYRA2009102, highly similar to Adenosine 3-phospho 5-phosphosulfate transporter 1	NA	B3KVY9
sp|Q8TB72|PUM2_HUMAN;tr|A0A0C4DG68|A0A0C4DG68_HUMAN;tr|A0A0A0MR59|A0A0A0MR59_HUMAN;tr|B7ZL34|B7ZL34_HUMAN	sp|Q8TB72|PUM2_HUMAN Pumilio homolog 2 OS=Homo sapiens OX=9606 GN=PUM2 PE=1 SV=2;tr|A0A0C4DG68|A0A0C4DG68_HUMAN Pumilio homolog 2 (Fragment) OS=Homo sapiens OX=9606 GN=PUM2 PE=1 SV=1;tr|A0A0A0MR59|A0A0A0MR59_HUMAN Pumilio homolog 2 OS=Homo sapiens OX=9606	21.635	3716	4224;4225;8137	Pumilio homolog 2	PUM2	Q8TB72
tr|Q9H863|Q9H863_HUMAN;sp|Q8TBB5|KLDC4_HUMAN;tr|B3KUG0|B3KUG0_HUMAN;tr|Q9UF94|Q9UF94_HUMAN;tr|H3BQH3|H3BQH3_HUMAN	tr|Q9H863|Q9H863_HUMAN cDNA FLJ13924 fis, clone Y79AA1000540, weakly similar to CELL POLARITY PROTEIN TEA1 OS=Homo sapiens OX=9606 PE=2 SV=1;sp|Q8TBB5|KLDC4_HUMAN Kelch domain-containing protein 4 OS=Homo sapiens OX=9606 GN=KLHDC4 PE=1 SV=1;tr|B3KUG0|B3KUG	10.848	3717	4226;4227	cDNA FLJ13924 fis, clone Y79AA1000540, weakly similar to CELL POLARITY PROTEIN TEA1	KLHDC4	Q9H863
tr|B4DUW2|B4DUW2_HUMAN;tr|B3KVX8|B3KVX8_HUMAN;tr|B4DLI0|B4DLI0_HUMAN;tr|M0R0S1|M0R0S1_HUMAN;tr|M0R2P6|M0R2P6_HUMAN;tr|B2R6W9|B2R6W9_HUMAN;sp|Q8TBC3|SHKB1_HUMAN;tr|M0QXA4|M0QXA4_HUMAN;tr|M0R1G0|M0R1G0_HUMAN;tr|M0QZE8|M0QZE8_HUMAN;tr|M0R0K4|M0R0K4_HUMAN;tr|M0QYB1|M0QYB1_HUMAN;tr|M0R0E3|M0R0E3_HUMAN;tr|M0R0S2|M0R0S2_HUMAN;tr|M0QZF4|M0QZF4_HUMAN;tr|B4DUV2|B4DUV2_HUMAN	tr|B4DUW2|B4DUW2_HUMAN cDNA FLJ53408, highly similar to Homo sapiens SH3KBP1 binding protein 1 (SHKBP1), mRNA OS=Homo sapiens OX=9606 PE=2 SV=1;tr|B3KVX8|B3KVX8_HUMAN SH3KBP1 binding protein 1, isoform CRA_b OS=Homo sapiens OX=9606 GN=SHKBP1 PE=2 SV=1;tr|B	3.0342	3718	4228;4229	cDNA FLJ53408, highly similar to Homo sapiens SH3KBP1 binding protein 1 (SHKBP1), mRNA	SHKBP1	B4DUW2
tr|B2RBP3|B2RBP3_HUMAN;sp|Q8TBC4|UBA3_HUMAN;tr|J3JZZ9|J3JZZ9_HUMAN;tr|F8W8D4|F8W8D4_HUMAN;tr|B7Z5F6|B7Z5F6_HUMAN	tr|B2RBP3|B2RBP3_HUMAN cDNA, FLJ95615, highly similar to Homo sapiens ubiquitin-activating enzyme E1C (UBA3 homolog, yeast)(UBE1C), mRNA OS=Homo sapiens OX=9606 PE=2 SV=1;sp|Q8TBC4|UBA3_HUMAN NEDD8-activating enzyme E1 catalytic subunit OS=Homo sapiens OX=	47.453	3719	NA	cDNA, FLJ95615, highly similar to Homo sapiens ubiquitin-activating enzyme E1C (UBA3 homolog, yeast)(UBE1C), mRNA	NA	B2RBP3
tr|A0A024R9K2|A0A024R9K2_HUMAN;sp|Q8TBE0|BAHD1_HUMAN	tr|A0A024R9K2|A0A024R9K2_HUMAN Bromo adjacent homology domain containing 1, isoform CRA_a OS=Homo sapiens OX=9606 GN=BAHD1 PE=4 SV=1;sp|Q8TBE0|BAHD1_HUMAN Bromo adjacent homology domain-containing 1 protein OS=Homo sapiens OX=9606 GN=BAHD1 PE=1 SV=2	2.7745	3720	4230	Bromo adjacent homology domain containing 1, isoform CRA_a	BAHD1	A0A024R9K2
